BEGIN;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD;Modo di articolazione;Luogo di articolazione;Sonorit�;Modo di articolazione;Luogo di articolazione;Sonorit�
5344523;209;z;;smesso;z m e ss o;;;;;;;;fricativa;alveolare;sonora;fricativa;alveolare;sonora
5348404;209;m;;smesso;z m e ss o;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
5352549;209;e;;smesso;z m e ss o;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5358326;209;ss;;smesso;z m e ss o;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
5365603;209;o;;smesso;z m e ss o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5369087;210;d;;di;d i;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
5369969;210;i;;di;d i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5375922;211;t;;tessere;t E ss e r e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
5377245;211;E;;tessere;t E ss e r e;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5384434;211;ss;;tessere;t E ss e r e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
5394488;211;e;;tessere;t E ss e r e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5396252;211;r;;tessere;t E ss e r e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5400751;211;e;;tessere;t E ss e r e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5404367;-1;<p:>;;;;;;;;;;;;;;;;
5431929;212;l;;La;l a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5433649;212;a;;La;l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5435546;213;r;;ragnatela;r a JJ a t e l a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5439029;213;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5442072;213;JJ;;ragnatela;r a JJ a t e l a;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
5445865;213;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5452083;213;t;;ragnatela;r a JJ a t e l a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
5453274;213;e;;ragnatela;r a JJ a t e l a;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5457199;213;l;;ragnatela;r a JJ a t e l a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5458566;213;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5461476;214;E;;è;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5469062;215;p;;pronta;p r o n t a;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
5470208;215;r;;pronta;p r o n t a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5472590;215;o;;pronta;p r o n t a;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5479866;215;n;;pronta;p r o n t a;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5487628;215;t;;pronta;p r o n t a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
5489039;215;a;;pronta;p r o n t a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5493978;-1;<p:>;;;;;;;;;;;;;;;;
5542003;216;a;;Allora;a ll o r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5545090;216;ll;;Allora;a ll o r a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5549456;216;o;;Allora;a ll o r a;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5552455;216;r;;Allora;a ll o r a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5554880;216;a;;Allora;a ll o r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5556776;217;a;;arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5560525;217;rr;;arriva;a rr i v a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5565067;217;i;;arriva;a rr i v a;;;;;;;;alta;anteriore;v;alta;anteriore;v
5568551;217;v;;arriva;a rr i v a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
5571153;217;a;;arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5573093;218;i;;il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
5575960;218;l;;il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5582575;219;g;;gallo;g a ll o;;;;;;;;occlusiva;velare;sonora;occlusiva;velare;sonora
5583457;219;a;;gallo;g a ll o;;;;;;;;bassa;centrale;v;bassa;centrale;v
5592497;219;ll;;gallo;g a ll o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5601097;219;o;;gallo;g a ll o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5605286;-1;<p:>;;;;;;;;;;;;;;;;
5622353;220;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5625837;221;L;;gli;L i;;;;;;;;approssimante laterale;velare;sonora;approssimante laterale;velare;sonora
5629982;221;i;;gli;L i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5633996;222;d;;dice;d i tS e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
5634878;222;i;;dice;d i tS e;;;;;;;;alta;anteriore;v;alta;anteriore;v
5640390;222;tS;;dice;d i tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
5645638;222;e;;dice;d i tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5652518;-1;<p:>;;;;;;;;;;;;;;;;
5671833;223;k;;Chicchirichi;k i k k  i r i k i;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5674920;223;i;;Chicchirichi;k i k k  i r i k i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5682461;223;kk;;Chicchirichi;k i k k  i r i k i;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5685019;223;i;;Chicchirichi;k i k k  i r i k i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5686651;223;r;;Chicchirichi;k i k k  i r i k i;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5689694;223;i;;Chicchirichi;k i k k  i r i k i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5694280;223;k;;Chicchirichi;k i k k  i r i k i;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5697455;223;i;;Chicchirichi;k i k k  i r i k i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5718932;-1;<p:>;;;;;;;;;;;;;;;;
5733794;224;p;;Perché;p e r k e;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
5735029;224;e;;Perché;p e r k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5736704;224;r;;Perché;p e r k e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5742878;224;k;;Perché;p e r k e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5745789;224;e;;Perché;p e r k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5749670;225;n;;non;n O n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5752845;225;O;;non;n O n;;;;;;;;medio-bassa;posteriore;v;medio-bassa;posteriore;v
5755006;225;n;;non;n O n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5758137;226;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
5761180;226;n;;andiamo;a n d j a m o;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5765193;226;d;;andiamo;a n d j a m o;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
5766913;226;j;;andiamo;a n d j a m o;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
5769118;226;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
5771191;226;m;;andiamo;a n d j a m o;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
5774983;226;o;;andiamo;a n d j a m o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5777012;227;a;;assieme;a ss j E m e;;;;;;;;bassa;centrale;v;bassa;centrale;v
5780143;227;ss;;assieme;a ss j E m e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
5790110;227;j;;assieme;a ss j E m e;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
5792756;227;E;;assieme;a ss j E m e;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5802193;227;m;;assieme;a ss j E m e;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
5806030;227;e;;assieme;a ss j E m e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5810528;-1;<p:>;;;;;;;;;;;;;;;;
5818863;228;a;;ad;a d;;;;;;;;bassa;centrale;v;bassa;centrale;v
5823890;228;d;;ad;a d;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
5824728;229;a;;acchiappare;a kk j a pp a r e;;;;;;;;bassa;centrale;v;bassa;centrale;v
5831123;229;kk;;acchiappare;a kk j a pp a r e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5834827;229;j;;acchiappare;a kk j a pp a r e;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
5837208;229;a;;acchiappare;a kk j a pp a r e;;;;;;;;bassa;centrale;v;bassa;centrale;v
5845058;229;pp;;acchiappare;a kk j a pp a r e;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
5847484;229;a;;acchiappare;a kk j a pp a r e;;;;;;;;bassa;centrale;v;bassa;centrale;v
5851585;229;r;;acchiappare;a kk j a pp a r e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5854451;229;e;;acchiappare;a kk j a pp a r e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5856127;230;l;;le;l e;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5858906;230;e;;le;l e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5861816;231;m;;mosche;m o s k e;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
5866844;231;o;;mosche;m o s k e;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5873944;231;s;;mosche;m o s k e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
5882587;231;k;;mosche;m o s k e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5885013;231;e;;mosche;m o s k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5889908;-1;<p:>;;;;;;;;;;;;;;;;
5941064;232;i;;Il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
5945121;232;l;;Il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5953103;233;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
5954691;233;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
5964305;233;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5967788;233;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5971757;233;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5976035;233;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5977402;234;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5979960;234;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
5986619;234;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
5992705;234;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5999981;235;t;;tace;t a tS e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6001790;235;a;;tace;t a tS e;;;;;;;;bassa;centrale;v;bassa;centrale;v
6011095;235;tS;;tace;t a tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
6018018;235;e;;tace;t a tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6025030;236;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
6042494;-1;<p:>;;;;;;;;;;;;;;;;
6065294;237;dz;;Zac;dz a k;;;;;;;;affricata;alveolare;sonora;affricata;alveolare;sonora
6069307;237;a;;Zac;dz a k;;;;;;;;bassa;centrale;v;bassa;centrale;v
6082140;237;k;;Zac;dz a k;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6084521;-1;<p:>;;;;;;;;;;;;;;;;
6104498;238;a;;Ha;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6109173;239;dZ;;già;dZ a;;;;;;;;affricata;postalveolare;sonora;affricata;postalveolare;sonora
6115082;239;a;;già;dZ a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6119007;240;a;;acchiappato;a kk j a pp a t o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6126328;240;kk;;acchiappato;a kk j a pp a t o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6129944;240;j;;acchiappato;a kk j a pp a t o;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
6131444;240;a;;acchiappato;a kk j a pp a t o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6138808;240;pp;;acchiappato;a kk j a pp a t o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
6140264;240;a;;acchiappato;a kk j a pp a t o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6147275;240;t;;acchiappato;a kk j a pp a t o;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6147981;240;o;;acchiappato;a kk j a pp a t o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6148951;241;u;;una;u n a;;;;;;;;alta;posteriore;v;alta;posteriore;v
6151906;241;n;;una;u n a;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
6154552;241;a;;una;u n a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6157904;242;m;;mosca;m o s k a;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
6161123;242;o;;mosca;m o s k a;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6167297;242;s;;mosca;m o s k a;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
6176029;242;k;;mosca;m o s k a;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6177572;242;a;;mosca;m o s k a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6181894;-1;<p:>;;;;;;;;;;;;;;;;
6230404;243;a;;Allora;a ll o r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6233667;243;ll;;Allora;a ll o r a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6239224;243;o;;Allora;a ll o r a;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6243149;243;r;;Allora;a ll o r a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6245883;243;a;;Allora;a ll o r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6252630;244;a;;arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6258893;244;r;;arriva;a rr i v a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6266919;244;i;;arriva;a rr i v a;;;;;;;;alta;anteriore;v;alta;anteriore;v
6268859;244;v;;arriva;a rr i v a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
6270535;244;a;;arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6275121;245;l;;la;l a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6276841;245;a;;la;l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6282266;246;tS;;civetta;tS i v e tt a;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
6287381;246;i;;civetta;tS i v e tt a;;;;;;;;alta;anteriore;v;alta;anteriore;v
6289189;246;v;;civetta;tS i v e tt a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
6291306;246;e;;civetta;tS i v e tt a;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6307711;246;tt;;civetta;tS i v e tt a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6308858;246;a;;civetta;tS i v e tt a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6313488;-1;<p:>;;;;;;;;;;;;;;;;
6325351;247;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
6333245;248;d;;dice;d i tS e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
6334259;248;i;;dice;d i tS e;;;;;;;;alta;anteriore;v;alta;anteriore;v
6340169;248;tS;;dice;d i tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
6345020;248;e;;dice;d i tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6351899;-1;<p:>;;;;;;;;;;;;;;;;
6360852;249;u;;Uhuu;u u u ;;;;;;;;alta;posteriore;v;alta;posteriore;v
6367643;249;u;;Uhuu;u u u ;;;;;;;;alta;posteriore;v;alta;posteriore;v
6380432;249;u;;Uhuu;u u u ;;;;;;;;alta;posteriore;v;alta;posteriore;v
6390531;-1;<p:>;;;;;;;;;;;;;;;;
6413816;250;k;;Chi;k i;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6417564;250;i;;Chi;k i;;;;;;;;alta;anteriore;v;alta;anteriore;v
6418799;251;a;;ha;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6423209;252;f;;fatto;f a tt o;;;;;;;;fricativa;labiodentale;sorda;fricativa;labiodentale;sorda
6430397;252;a;;fatto;f a tt o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6447023;252;tt;;fatto;f a tt o;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6448346;252;o;;fatto;f a tt o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6453329;253;k;;quella;k w e ll a;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6455579;253;w;;quella;k w e ll a;;;;;;;;approssimante;labio-velare;sonora;approssimante;labio-velare;sonora
6457387;253;e;;quella;k w e ll a;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6459327;253;ll;;quella;k w e ll a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6461708;253;a;;quella;k w e ll a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6466427;254;b;;bella;b E ll a;;;;;;;;occlusiva;bilabiale;sonora;occlusiva;bilabiale;sonora
6467927;254;E;;bella;b E ll a;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
6471631;254;ll;;bella;b E ll a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6475203;254;a;;bella;b E ll a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6478996;255;r;;ragnatela;r a JJ a t e l a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6481818;255;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6485655;255;JJ;;ragnatela;r a JJ a t e l a;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
6490373;255;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6497209;255;t;;ragnatela;r a JJ a t e l a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6499017;255;e;;ragnatela;r a JJ a t e l a;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6505720;255;l;;ragnatela;r a JJ a t e l a;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6509469;255;a;;ragnatela;r a JJ a t e l a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6514143;-1;<p:>;;;;;;;;;;;;;;;;
6560448;256;E;;E;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
6564241;257;i;;il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
6567989;257;l;;il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6575266;258;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
6576942;258;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
6584086;258;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
6587261;258;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6590613;258;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6593832;258;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6595993;259;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6599124;259;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6603137;259;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
6610281;259;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6615309;260;t;;tace;t a tS e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6617029;260;a;;tace;t a tS e;;;;;;;;bassa;centrale;v;bassa;centrale;v
6626731;260;tS;;tace;t a tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
6632552;260;e;;tace;t a tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6636256;-1;<p:>;;;;;;;;;;;;;;;;
6668141;261;d;;dorme;d O r m e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
6669464;261;O;;dorme;d O r m e;;;;;;;;medio-bassa;posteriore;v;medio-bassa;posteriore;v
6672992;261;r;;dorme;d O r m e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6678372;261;m;;dorme;d O r m e;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
6680489;261;e;;dorme;d O r m e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
6684149;262;dZ;;già;dZ a;;;;;;;;affricata;postalveolare;sonora;affricata;postalveolare;sonora
6687633;262;a;;già;dZ a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6696497;263;d;;da;d a;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
6697776;263;a;;da;d a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6699804;264;u;;un;u n;;;;;;;;alta;posteriore;v;alta;posteriore;v
6705978;264;N;;un;u n;;;;;;;;;;;;;
6710521;265;p;;po';p o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
6711976;265;o;;po';p o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6718018;-1;<p:>;;;;;;;;;;;;;;;;
6755459;266;E;;è;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
6760751;267;s;;stata;s t a t a;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
6765866;267;t;;stata;s t a t a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6767498;267;a;;stata;s t a t a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6774510;267;t;;stata;s t a t a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6776097;267;a;;stata;s t a t a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6779625;268;u;;una;u n a;;;;;;;;alta;posteriore;v;alta;posteriore;v
6783727;268;n;;una;u n a;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
6786858;268;a;;una;u n a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6793517;269;d;;dura;d u r a;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
6794972;269;u;;dura;d u r a;;;;;;;;alta;posteriore;v;alta;posteriore;v
6801411;269;r;;dura;d u r a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6804895;269;a;;dura;d u r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6810495;270;dZ;;giornata;dZ o r n a t a;;;;;;;;affricata;postalveolare;sonora;affricata;postalveolare;sonora
6813406;270;o;;giornata;dZ o r n a t a;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6816669;270;r;;giornata;dZ o r n a t a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6822182;270;n;;giornata;dZ o r n a t a;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
6824078;270;a;;giornata;dZ o r n a t a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6832986;270;t;;giornata;dZ o r n a t a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
6834574;270;a;;giornata;dZ o r n a t a;;;;;;;;bassa;centrale;v;bassa;centrale;v
6838719;271;d;;di;d i;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
6839601;271;i;;di;d i;;;;;;;;alta;anteriore;v;alta;anteriore;v
6842732;272;l;;lavoro;l a v o r o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
6844673;272;a;;lavoro;l a v o r o;;;;;;;;bassa;centrale;v;bassa;centrale;v
6849524;272;v;;lavoro;l a v o r o;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
6852390;272;o;;lavoro;l a v o r o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6860240;272;r;;lavoro;l a v o r o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
6864782;272;o;;lavoro;l a v o r o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
6867914;-1;<p:>;;;;;;;;;;;;;;;;
